Species,All Traits, , ,Without N/As,,,N/A Percentage
Roystonea borinquena,0.6078431372549019,0.5841836734693877,0.5928571428571429,0.6325757575757576,0.6555555555555556,0.6424923391215526,0.5
Roystonea lenis,0.8278301886792453,0.6772959183673469,0.7205882352941176,0.8532608695652174,0.7888888888888889,0.8168498168498168,0.5
Sabal etonia,0.803921568627451,0.7657142857142857,0.7829398324447829,0.822463768115942,0.8787234042553191,0.847507331378299,0.3333333333333333
Sabal palmetto,0.6444444444444445,0.7549019607843137,0.6701388888888888,0.6444444444444445,0.7549019607843137,0.6701388888888888,0.0
Socratea hecatonandra,0.5245098039215687,0.5214285714285715,0.5224676313785225,0.5398550724637681,0.5468085106382978,0.5425219941348973,0.3333333333333333
Socratea salazarii,0.4423076923076923,0.45098039215686275,0.44660194174757284,0.4666666666666667,0.44680851063829785,0.45652173913043476,0.5
Sommieria leucophylla,0.8545918367346939,0.8545918367346939,0.8545918367346939,0.8643617021276595,0.9077380952380952,0.8842105263157894,0.16666666666666666
Syagrus amara,0.9068627450980392,0.9068627450980392,0.9068627450980392,0.9166666666666667,0.9897959183673469,0.9493908153701969,0.16666666666666666
Syagrus botryophora,0.6423076923076922,0.5943877551020409,0.6092916984006093,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5
Syagrus campestris,0.6742857142857143,0.6742857142857143,0.6742857142857143,0.6616541353383458,0.7047619047619047,0.675,0.16666666666666666
Syagrus cardenasii,0.5778301886792453,0.553921568627451,0.5615384615384615,0.6032608695652174,0.6347517730496454,0.6159754224270353,0.5
Syagrus cearensis,0.6911764705882353,0.6354166666666666,0.6545454545454545,0.7159090909090908,0.7159090909090908,0.7159090909090908,0.5
Syagrus cocoides,0.5245098039215687,0.5214285714285715,0.5224676313785225,0.49509803921568624,0.4934210526315789,0.48888888888888893,0.3333333333333333
Syagrus comosa,0.7592592592592593,0.5893617021276596,0.6092916984006093,0.7833333333333333,0.6531531531531531,0.6897546897546898,0.6666666666666666
Syagrus coronata,0.7843137254901961,0.7013888888888888,0.7313131313131314,0.8106060606060606,0.8106060606060606,0.8106060606060606,0.5
Syagrus deflexa,0.6742857142857143,0.6742857142857143,0.6742857142857143,0.6830357142857143,0.7091836734693877,0.6946867565424266,0.16666666666666666
Syagrus duartei,0.7673611111111112,0.8774509803921569,0.8080808080808081,0.7673611111111112,0.8774509803921569,0.8080808080808081,0.0
Syagrus flexuosa,0.5722591362126246,0.642156862745098,0.575531914893617,0.5939849624060151,0.7604166666666667,0.5968992248062015,0.3333333333333333
Syagrus glaucescens,0.5147058823529412,0.5114795918367347,0.5114285714285713,0.5289855072463768,0.5289855072463768,0.5289855072463768,0.3333333333333333
Syagrus graminifolia,0.7519230769230769,0.6670918367346939,0.6961157654226962,0.775609756097561,0.775609756097561,0.775609756097561,0.5
Syagrus inajai,0.5474308300395256,0.5784313725490196,0.5506367495451789,0.578088578088578,0.7375886524822695,0.584717607973422,0.5
Syagrus macrocarpa,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.45652173913043476,0.4375,0.44680851063829785,0.3333333333333333
Syagrus oleracea,0.6423076923076922,0.5943877551020409,0.6092916984006093,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5
Syagrus orinocensis,0.7091836734693877,0.7091836734693877,0.7091836734693877,0.7277777777777779,0.7907801418439716,0.7531055900621119,0.3333333333333333
Syagrus picrophylla,0.7028301886792453,0.6228571428571428,0.64783759929391,0.7282608695652174,0.7282608695652174,0.7282608695652174,0.5
Syagrus pleioclada,0.6600790513833992,0.7647058823529411,0.6889023650697392,0.6818181818181819,0.9270833333333333,0.7273408239700374,0.3333333333333333
Syagrus pseudococos,0.5114795918367347,0.5147058823529412,0.5114285714285713,0.535472972972973,0.5833333333333334,0.5339470655926353,0.5
Syagrus romanzoffiana,0.8125,0.8443877551020409,0.8271679805942996,0.822463768115942,0.8973214285714286,0.8537234042553192,0.16666666666666666
Syagrus sancona,0.6423076923076922,0.5943877551020409,0.6092916984006093,0.6736842105263158,0.7115384615384616,0.6897546897546898,0.6666666666666666
Syagrus schizophylla,0.7777777777777777,0.6147959183673469,0.64783759929391,0.801418439716312,0.6888888888888889,0.7282608695652173,0.5
Syagrus smithii,0.7962962962962963,0.6568627450980392,0.6984126984126984,0.8333333333333333,0.9878048780487805,0.8938271604938272,0.6666666666666666
Syagrus stratincola,0.5423076923076923,0.5314285714285715,0.5343137254901962,0.5666666666666667,0.5815217391304348,0.5726495726495727,0.5
Syagrus vagans,0.6680851063829787,0.7257142857142858,0.6889023650697392,0.6880952380952381,0.8361702127659575,0.7273408239700374,0.3333333333333333
Syagrus yungasensis,0.5841836734693877,0.6078431372549019,0.5928571428571429,0.625,0.9268292682926829,0.6605263157894737,0.6666666666666666
Synechanthus fibrosus,0.7180851063829787,0.7614795918367347,0.7361111111111112,0.7277777777777779,0.8050595238095238,0.756483238456673,0.16666666666666666
Voanioala gerardii,0.7569444444444444,0.8171428571428572,0.7818877551020409,0.7569444444444444,0.8171428571428572,0.7818877551020409,0.0
Wettinia aequalis,0.625,0.6542857142857142,0.6364795918367347,0.6434108527131783,0.7361702127659575,0.6698412698412699,0.3333333333333333
Wettinia drudei,0.43617021276595747,0.4019607843137255,0.41836734693877553,0.4625,0.39361702127659576,0.42528735632183906,0.5
Wettinia fascicularis,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7391304347826086,0.84375,0.7787234042553192,0.3333333333333333
Wettinia kalbreyeri,0.6568877551020409,0.7009803921568627,0.6742857142857143,0.6761363636363636,0.8229166666666667,0.7173913043478262,0.3333333333333333
Wettinia oxycarpa,0.6354166666666666,0.6911764705882353,0.6545454545454545,0.6550387596899224,0.8125,0.6923076923076923,0.3333333333333333
Wettinia quinaria,0.6946640316205533,0.7512755102040816,0.7157894736842105,0.7040169133192389,0.7933130699088147,0.7333333333333334,0.16666666666666666
Wodyetia bifurcata,0.6972222222222222,0.8480392156862746,0.736111111111111,0.7083333333333334,0.9222222222222223,0.7519489723600283,0.16666666666666666
